"Sample","Library_Flowcell_Lane","Raw reads","Raw data","Effective(%)","Error(%)","Q20(%)","Q30(%)","GC(%)","PlateID","Sample_ID"
"C04_6","CKDL240033241-1A_22HW3CLT4_L7",50464930,7569739500,100,0.01,97.62,95.39,64.06,"DSP-1001660006525-B","DSP-1001660006525-B-C04"
"C05_6","CKDL240033241-1A_22HW3CLT4_L7",17520004,2628000600,100,0.01,96.81,94.66,64.09,"DSP-1001660006525-B","DSP-1001660006525-B-C05"
"C06_6","CKDL240033241-1A_22HW3CLT4_L7",166,24900,100,0.01,96.74,94.12,64.79,"DSP-1001660006525-B","DSP-1001660006525-B-C06"
"C07_6","CKDL240033241-1A_22HW3CLT4_L7",20638366,3095754900,100,0.02,94.97,90.83,63.02,"DSP-1001660006525-B","DSP-1001660006525-B-C07"
"C08_6","CKDL240033241-1A_22HW3CLT4_L7",3279272,491890800,100,0.01,97.38,95.14,64.7,"DSP-1001660006525-B","DSP-1001660006525-B-C08"
"C09_6","CKDL240033241-1A_22HW3CLT4_L7",4479106,671865900,100,0.01,97.17,94.94,63.83,"DSP-1001660006525-B","DSP-1001660006525-B-C09"
"C10_6","CKDL240033241-1A_22HW3CLT4_L7",4708732,706309800,100,0.01,97.37,95.11,64.06,"DSP-1001660006525-B","DSP-1001660006525-B-C10"
"C11_6","CKDL240033241-1A_22HW3CLT4_L7",3884198,582629700,100,0.01,96.82,94.39,64.68,"DSP-1001660006525-B","DSP-1001660006525-B-C11"
"C12_6","CKDL240033241-1A_22HW3CLT4_L7",8701616,1305242400,100,0.01,96.27,93.74,64.33,"DSP-1001660006525-B","DSP-1001660006525-B-C12"
"D01_6","CKDL240033241-1A_22HW3CLT4_L7",6032204,904830600,100,0.01,96.68,94.45,63.62,"DSP-1001660006525-B","DSP-1001660006525-B-D01"
"D02_6","CKDL240033241-1A_22HW3CLT4_L7",3552740,532911000,100,0.01,96.5,93.93,64.22,"DSP-1001660006525-B","DSP-1001660006525-B-D02"
"D03_6","CKDL240033241-1A_22HW3CLT4_L7",2997698,449654700,100,0.01,97.38,95.13,64.97,"DSP-1001660006525-B","DSP-1001660006525-B-D03"
"D04_6","CKDL240033241-1A_22HW3CLT4_L7",5598404,839760600,100,0.01,96.99,94.69,64.47,"DSP-1001660006525-B","DSP-1001660006525-B-D04"
"D05_6","CKDL240033241-1A_22HW3CLT4_L7",3346406,501960900,100,0.01,96.6,94.31,63.95,"DSP-1001660006525-B","DSP-1001660006525-B-D05"
"D06_6","CKDL240033241-1A_22HW3CLT4_L7",4917498,737624700,100,0.01,96.82,94.65,63.99,"DSP-1001660006525-B","DSP-1001660006525-B-D06"
"D07_6","CKDL240033241-1A_22HW3CLT4_L7",6247822,937173300,100,0.01,96.58,94.2,63.31,"DSP-1001660006525-B","DSP-1001660006525-B-D07"
"D08_6","CKDL240033241-1A_22HW3CLT4_L7",6939862,1040979300,100,0.01,97.17,95.01,63.2,"DSP-1001660006525-B","DSP-1001660006525-B-D08"
"D09_6","CKDL240033241-1A_22HW3CLT4_L7",5691530,853729500,100,0.01,96.59,94.13,64.35,"DSP-1001660006525-B","DSP-1001660006525-B-D09"
"D10_6","CKDL240033241-1A_22HW3CLT4_L7",11019216,1652882400,100,0.01,97.67,95.51,63.81,"DSP-1001660006525-B","DSP-1001660006525-B-D10"
"D11_6","CKDL240033241-1A_22HW3CLT4_L7",28217280,4232592000,100,0.01,96.52,94.12,63.5,"DSP-1001660006525-B","DSP-1001660006525-B-D11"
"D12_6","CKDL240033241-1A_22HW3CLT4_L7",19944672,2991700800,100,0.01,97.47,95.28,65.05,"DSP-1001660006525-B","DSP-1001660006525-B-D12"
"E01_6","CKDL240033241-1A_22HW3CLT4_L7",19518232,2927734800,100,0.01,97.54,95.44,64.72,"DSP-1001660006525-B","DSP-1001660006525-B-E01"
"E02_6","CKDL240033241-1A_22HW3CLT4_L7",14050596,2107589400,100,0.01,96.03,93.23,62.86,"DSP-1001660006525-B","DSP-1001660006525-B-E02"
"E03_6","CKDL240033241-1A_22HW3CLT4_L7",10356266,1553439900,100,0.01,97.25,95.06,63.68,"DSP-1001660006525-B","DSP-1001660006525-B-E03"
"E04_6","CKDL240033241-1A_22HW3CLT4_L7",12144992,1821748800,100,0.01,96.57,94.22,64.91,"DSP-1001660006525-B","DSP-1001660006525-B-E04"
"E05_6","CKDL240033241-1A_22HW3CLT4_L7",11967628,1795144200,100,0.01,96.87,94.54,63.7,"DSP-1001660006525-B","DSP-1001660006525-B-E05"
"E06_6","CKDL240033241-1A_22HW3CLT4_L7",10260842,1539126300,100,0.01,97.63,95.49,63.88,"DSP-1001660006525-B","DSP-1001660006525-B-E06"
"E07_6","CKDL240033241-1A_22HW3CLT4_L7",18222538,2733380700,100,0.01,96.59,94.24,65.09,"DSP-1001660006525-B","DSP-1001660006525-B-E07"
"E08_6","CKDL240033241-1A_22HW3CLT4_L7",5363818,804572700,100,0.01,97.16,94.72,64.53,"DSP-1001660006525-B","DSP-1001660006525-B-E08"
"E09_6","CKDL240033241-1A_22HW3CLT4_L7",6083002,912450300,100,0.01,97.46,95.35,63.11,"DSP-1001660006525-B","DSP-1001660006525-B-E09"
"E10_6","CKDL240033241-1A_22HW3CLT4_L7",4659726,698958900,100,0.01,96.88,94.74,63.32,"DSP-1001660006525-B","DSP-1001660006525-B-E10"
"E11_5","CKDL240033241-1A_22HW3CLT4_L7",18012786,2701917900,100,0.01,97.74,95.63,64.42,"DSP-1001660036877-D","DSP-1001660036877-D-E11"
"E12_5","CKDL240033241-1A_22HW3CLT4_L7",11027166,1654074900,100,0.01,97.19,94.71,64.77,"DSP-1001660036877-D","DSP-1001660036877-D-E12"
"F01_5","CKDL240033241-1A_22HW3CLT4_L7",11863870,1779580500,100,0.02,95.38,91.99,64.97,"DSP-1001660036877-D","DSP-1001660036877-D-F01"
"F02_5","CKDL240033241-1A_22HW3CLT4_L7",3429850,514477500,100,0.01,96.57,94.27,64.7,"DSP-1001660036877-D","DSP-1001660036877-D-F02"
"F03_5","CKDL240033241-1A_22HW3CLT4_L7",269910,40486500,100,0.01,96.85,94.73,62.24,"DSP-1001660036877-D","DSP-1001660036877-D-F03"
"F04_5","CKDL240033241-1A_22HW3CLT4_L7",2370292,355543800,100,0.01,97.41,95.32,64.02,"DSP-1001660036877-D","DSP-1001660036877-D-F04"
"F05_5","CKDL240033241-1A_22HW3CLT4_L7",3257868,488680200,100,0.01,96.71,94.5,63.4,"DSP-1001660036877-D","DSP-1001660036877-D-F05"
"F06_5","CKDL240033241-1A_22HW3CLT4_L7",2815660,422349000,100,0.01,96.87,94.52,64.67,"DSP-1001660036877-D","DSP-1001660036877-D-F06"
"F07_5","CKDL240033241-1A_22HW3CLT4_L7",4107498,616124700,100,0.01,96.23,93.29,65.01,"DSP-1001660036877-D","DSP-1001660036877-D-F07"
"F08_4","CKDL240033241-1A_22HW3CLT4_L7",15065934,2259890100,100,0.01,97.07,94.81,63.68,"DSP-1001660006536-C","DSP-1001660006536-C-F08"
"F09_4","CKDL240033241-1A_22HW3CLT4_L7",14476344,2171451600,100,0.01,97.14,94.64,64.73,"DSP-1001660006536-C","DSP-1001660006536-C-F09"
"F10_4","CKDL240033241-1A_22HW3CLT4_L7",8220858,1233128700,100,0.01,96.09,93.41,64.19,"DSP-1001660006536-C","DSP-1001660006536-C-F10"
"F11_4","CKDL240033241-1A_22HW3CLT4_L7",23319150,3497872500,100,0.01,97.75,95.71,63.47,"DSP-1001660006536-C","DSP-1001660006536-C-F11"
"F12_4","CKDL240033241-1A_22HW3CLT4_L7",30431376,4564706400,100,0.02,94.77,90.83,64.01,"DSP-1001660006536-C","DSP-1001660006536-C-F12"
"G01_4","CKDL240033241-1A_22HW3CLT4_L7",21719950,3257992500,100,0.01,96.57,94.29,64.33,"DSP-1001660006536-C","DSP-1001660006536-C-G01"
"G02_4","CKDL240033241-1A_22HW3CLT4_L7",12617760,1892664000,100,0.01,96.56,94.22,63.7,"DSP-1001660006536-C","DSP-1001660006536-C-G02"
"G03_4","CKDL240033241-1A_22HW3CLT4_L7",436922,65538300,100,0.02,94.81,90.12,64.9,"DSP-1001660006536-C","DSP-1001660006536-C-G03"
"G04_4","CKDL240033241-1A_22HW3CLT4_L7",8420480,1263072000,100,0.01,96.46,93.9,63.84,"DSP-1001660006536-C","DSP-1001660006536-C-G04"
"G05_4","CKDL240033241-1A_22HW3CLT4_L7",43784066,6567609900,100,0.01,96.35,93.49,64.27,"DSP-1001660006536-C","DSP-1001660006536-C-G05"
"G06_4","CKDL240033241-1A_22HW3CLT4_L7",28349800,4252470000,100,0.01,96.29,93.75,65.11,"DSP-1001660006536-C","DSP-1001660006536-C-G06"
"G07_4","CKDL240033241-1A_22HW3CLT4_L7",19931056,2989658400,100,0.01,96.52,93.62,65.16,"DSP-1001660006536-C","DSP-1001660006536-C-G07"
"G08_3","CKDL240033241-1A_22HW3CLT4_L7",17079082,2561862300,100,0.01,96.89,94.72,63.44,"DSP-1001660006526-A","DSP-1001660006526-A-G08"
"G09_3","CKDL240033241-1A_22HW3CLT4_L7",11853166,1777974900,100,0.01,97.03,94.8,64.35,"DSP-1001660006526-A","DSP-1001660006526-A-G09"
"G10_3","CKDL240033241-1A_22HW3CLT4_L7",13489420,2023413000,100,0.01,96.73,94.49,63.72,"DSP-1001660006526-A","DSP-1001660006526-A-G10"
"G11_2","CKDL240033241-1A_22HW3CLT4_L7",16313954,2447093100,100,0.01,97.34,95.12,64.73,"DSP-1001660018729-A","DSP-1001660018729-A-G11"
"G12_2","CKDL240033241-1A_22HW3CLT4_L7",20930522,3139578300,100,0.01,97.63,95.5,63.82,"DSP-1001660018729-A","DSP-1001660018729-A-G12"
"H01_2","CKDL240033241-1A_22HW3CLT4_L7",12088868,1813330200,100,0.01,96.78,94.54,64.44,"DSP-1001660018729-A","DSP-1001660018729-A-H01"
"H02_2","CKDL240033241-1A_22HW3CLT4_L7",5397344,809601600,100,0.01,97.12,94.91,64.61,"DSP-1001660018729-A","DSP-1001660018729-A-H02"
"H03_2","CKDL240033241-1A_22HW3CLT4_L7",200,30000,100,0.01,96.21,93.56,64.41,"DSP-1001660018729-A","DSP-1001660018729-A-H03"
"H04_2","CKDL240033241-1A_22HW3CLT4_L7",4643180,696477000,100,0.01,97.01,94.86,63.61,"DSP-1001660018729-A","DSP-1001660018729-A-H04"
"H05_2","CKDL240033241-1A_22HW3CLT4_L7",118,17700,100,0.01,95.75,92.83,63.79,"DSP-1001660018729-A","DSP-1001660018729-A-H05"
"H06","CKDL240033241-1A_22HW3CLT4_L7",9371992,1405798800,100,0.01,96.8,94.48,63.93,"DSP-1001660006537-B","DSP-1001660006537-B-H06"
"H07","CKDL240033241-1A_22HW3CLT4_L7",65030,9754500,100,0.01,96.8,94.65,64.4,"DSP-1001660006537-B","DSP-1001660006537-B-H07"
"A01_6","CKDL240033242-1A_22HW3CLT4_L7",140392,21058800,100,0.03,91.45,81.65,68.66,"DSP-1001660006525-B","DSP-1001660006525-B-A01"
"A02_7","CKDL240033242-1A_22HW3CLT4_L7",17511238,2626685700,100,0.01,96.75,94.57,63.13,"DSP-1001660006524-C","DSP-1001660006524-C-A02"
"A03_7","CKDL240033242-1A_22HW3CLT4_L7",17848754,2677313100,100,0.01,97.67,95.53,63.97,"DSP-1001660006524-C","DSP-1001660006524-C-A03"
"A04_7","CKDL240033242-1A_22HW3CLT4_L7",11775976,1766396400,100,0.01,97.07,94.91,63.9,"DSP-1001660006524-C","DSP-1001660006524-C-A04"
"A05_7","CKDL240033242-1A_22HW3CLT4_L7",27355680,4103352000,100,0.01,96.74,94.26,63.8,"DSP-1001660006524-C","DSP-1001660006524-C-A05"
"A06_7","CKDL240033242-1A_22HW3CLT4_L7",35932580,5389887000,100,0.01,96.65,94.35,63.95,"DSP-1001660006524-C","DSP-1001660006524-C-A06"
"A07_7","CKDL240033242-1A_22HW3CLT4_L7",22828078,3424211700,100,0.01,96.33,93.79,64.62,"DSP-1001660006524-C","DSP-1001660006524-C-A07"
"A08_7","CKDL240033242-1A_22HW3CLT4_L7",17344906,2601735900,100,0.01,96.67,94.36,64.2,"DSP-1001660006524-C","DSP-1001660006524-C-A08"
"A09_7","CKDL240033242-1A_22HW3CLT4_L7",12816002,1922400300,100,0.01,96.59,94.28,64.54,"DSP-1001660006524-C","DSP-1001660006524-C-A09"
"A10_7","CKDL240033242-1A_22HW3CLT4_L7",14635154,2195273100,100,0.01,96.24,93.46,64.1,"DSP-1001660006524-C","DSP-1001660006524-C-A10"
"A11_7","CKDL240033242-1A_22HW3CLT4_L7",10586994,1588049100,100,0.01,97.34,95.1,64.8,"DSP-1001660006524-C","DSP-1001660006524-C-A11"
"A12_7","CKDL240033242-1A_22HW3CLT4_L7",15738416,2360762400,100,0.01,96.47,93.93,63.92,"DSP-1001660006524-C","DSP-1001660006524-C-A12"
"B01_7","CKDL240033242-1A_22HW3CLT4_L7",6074736,911210400,100,0.01,96.67,94.46,64,"DSP-1001660006524-C","DSP-1001660006524-C-B01"
"B02_7","CKDL240033242-1A_22HW3CLT4_L7",8709238,1306385700,100,0.01,97.51,95.25,63.27,"DSP-1001660006524-C","DSP-1001660006524-C-B02"
"B03_7","CKDL240033242-1A_22HW3CLT4_L7",7615882,1142382300,100,0.01,96.63,94.22,65.1,"DSP-1001660006524-C","DSP-1001660006524-C-B03"
"B04_7","CKDL240033242-1A_22HW3CLT4_L7",7349902,1102485300,100,0.01,96.95,94.59,65.52,"DSP-1001660006524-C","DSP-1001660006524-C-B04"
"B05_7","CKDL240033242-1A_22HW3CLT4_L7",12623908,1893586200,100,0.01,96.98,94.83,64.75,"DSP-1001660006524-C","DSP-1001660006524-C-B05"
"B06_7","CKDL240033242-1A_22HW3CLT4_L7",360,54000,100,0.01,96.41,93.61,64.39,"DSP-1001660006524-C","DSP-1001660006524-C-B06"
"B07_7","CKDL240033242-1A_22HW3CLT4_L7",10231830,1534774500,100,0.01,96.74,94.58,62.5,"DSP-1001660006524-C","DSP-1001660006524-C-B07"
"B08_7","CKDL240033242-1A_22HW3CLT4_L7",2992694,448904100,100,0.01,97.34,95.14,62.79,"DSP-1001660006524-C","DSP-1001660006524-C-B08"
"B09_7","CKDL240033242-1A_22HW3CLT4_L7",4892500,733875000,100,0.01,97.36,94.98,64.48,"DSP-1001660006524-C","DSP-1001660006524-C-B09"
"B10_7","CKDL240033242-1A_22HW3CLT4_L7",126,18900,100,0.01,96.41,93.67,63.78,"DSP-1001660006524-C","DSP-1001660006524-C-B10"
"B11_7","CKDL240033242-1A_22HW3CLT4_L7",5460928,819139200,100,0.01,96.6,94.17,64.91,"DSP-1001660006524-C","DSP-1001660006524-C-B11"
"B12_7","CKDL240033242-1A_22HW3CLT4_L7",282,42300,100,0.01,96.69,94.43,64.19,"DSP-1001660006524-C","DSP-1001660006524-C-B12"
"C01_7","CKDL240033242-1A_22HW3CLT4_L7",9395750,1409362500,100,0.01,97.73,95.57,65.01,"DSP-1001660006524-C","DSP-1001660006524-C-C01"
"C02_7","CKDL240033242-1A_22HW3CLT4_L7",4621766,693264900,100,0.01,96.84,94.68,63.99,"DSP-1001660006524-C","DSP-1001660006524-C-C02"
"C03_7","CKDL240033242-1A_22HW3CLT4_L7",4596448,689467200,100,0.01,96.36,93.46,64.64,"DSP-1001660006524-C","DSP-1001660006524-C-C03"
"C04_7","CKDL240033242-1A_22HW3CLT4_L7",6825372,1023805800,100,0.01,96.25,93.55,63.67,"DSP-1001660006524-C","DSP-1001660006524-C-C04"
"C05_7","CKDL240033242-1A_22HW3CLT4_L7",4731382,709707300,100,0.01,97.06,94.82,64.97,"DSP-1001660006524-C","DSP-1001660006524-C-C05"
"C06_7","CKDL240033242-1A_22HW3CLT4_L7",4709790,706468500,100,0.01,96.82,94.34,64.89,"DSP-1001660006524-C","DSP-1001660006524-C-C06"
"C07_7","CKDL240033242-1A_22HW3CLT4_L7",8175688,1226353200,100,0.01,95.93,92.89,64.27,"DSP-1001660006524-C","DSP-1001660006524-C-C07"
"C08_7","CKDL240033242-1A_22HW3CLT4_L7",8871058,1330658700,100,0.01,97.42,95.22,63.98,"DSP-1001660006524-C","DSP-1001660006524-C-C08"
"C09_7","CKDL240033242-1A_22HW3CLT4_L7",6938090,1040713500,100,0.01,96.77,94.24,63.96,"DSP-1001660006524-C","DSP-1001660006524-C-C09"
"C10_7","CKDL240033242-1A_22HW3CLT4_L7",3320244,498036600,100,0.01,96.86,94.53,64.68,"DSP-1001660006524-C","DSP-1001660006524-C-C10"
"C11_7","CKDL240033242-1A_22HW3CLT4_L7",12147160,1822074000,100,0.01,96.99,94.77,64.56,"DSP-1001660006524-C","DSP-1001660006524-C-C11"
"C12_7","CKDL240033242-1A_22HW3CLT4_L7",8406124,1260918600,100,0.02,94.18,89.88,65.22,"DSP-1001660006524-C","DSP-1001660006524-C-C12"
"D01_7","CKDL240033242-1A_22HW3CLT4_L7",1714322,257148300,100,0.01,97.19,94.95,64.07,"DSP-1001660006524-C","DSP-1001660006524-C-D01"
"D02_7","CKDL240033242-1A_22HW3CLT4_L7",2179358,326903700,100,0.01,97.63,95.47,63.68,"DSP-1001660006524-C","DSP-1001660006524-C-D02"
"D03_7","CKDL240033242-1A_22HW3CLT4_L7",2766782,415017300,100,0.01,97.17,94.98,64.02,"DSP-1001660006524-C","DSP-1001660006524-C-D03"
"D04_7","CKDL240033242-1A_22HW3CLT4_L7",3752184,562827600,100,0.01,96.69,94.23,64.63,"DSP-1001660006524-C","DSP-1001660006524-C-D04"
"D05_7","CKDL240033242-1A_22HW3CLT4_L7",2496390,374458500,100,0.01,96.72,94.51,64.15,"DSP-1001660006524-C","DSP-1001660006524-C-D05"
"D06_7","CKDL240033242-1A_22HW3CLT4_L7",4221300,633195000,100,0.01,96.55,93.72,63.97,"DSP-1001660006524-C","DSP-1001660006524-C-D06"
"D07_7","CKDL240033242-1A_22HW3CLT4_L7",809932,121489800,100,0.01,96.67,94.02,64.69,"DSP-1001660006524-C","DSP-1001660006524-C-D07"
"D08_7","CKDL240033242-1A_22HW3CLT4_L7",4620638,693095700,100,0.01,97.39,95.12,64.44,"DSP-1001660006524-C","DSP-1001660006524-C-D08"
"D09_7","CKDL240033242-1A_22HW3CLT4_L7",3244714,486707100,100,0.01,97.55,95.31,64.54,"DSP-1001660006524-C","DSP-1001660006524-C-D09"
"D10_7","CKDL240033242-1A_22HW3CLT4_L7",3837678,575651700,100,0.01,96.98,94.64,65.97,"DSP-1001660006524-C","DSP-1001660006524-C-D10"
"D11_7","CKDL240033242-1A_22HW3CLT4_L7",11145692,1671853800,100,0.02,95.24,91.12,63.75,"DSP-1001660006524-C","DSP-1001660006524-C-D11"
"D12_7","CKDL240033242-1A_22HW3CLT4_L7",9448924,1417338600,100,0.01,96.55,94.18,65.79,"DSP-1001660006524-C","DSP-1001660006524-C-D12"
"E01_7","CKDL240033242-1A_22HW3CLT4_L7",8729830,1309474500,100,0.01,97.56,95.37,63.41,"DSP-1001660006524-C","DSP-1001660006524-C-E01"
"E02_7","CKDL240033242-1A_22HW3CLT4_L7",12407264,1861089600,100,0.01,96.71,94.5,63.69,"DSP-1001660006524-C","DSP-1001660006524-C-E02"
"E03_7","CKDL240033242-1A_22HW3CLT4_L7",11483010,1722451500,100,0.01,96.28,93.68,64.38,"DSP-1001660006524-C","DSP-1001660006524-C-E03"
"E04_7","CKDL240033242-1A_22HW3CLT4_L7",9191552,1378732800,100,0.01,96.72,94.44,63.69,"DSP-1001660006524-C","DSP-1001660006524-C-E04"
"E05_7","CKDL240033242-1A_22HW3CLT4_L7",8806872,1321030800,100,0.01,96.87,94.68,64.34,"DSP-1001660006524-C","DSP-1001660006524-C-E05"
"E06_7","CKDL240033242-1A_22HW3CLT4_L7",14355260,2153289000,100,0.01,96.77,94.54,63.89,"DSP-1001660006524-C","DSP-1001660006524-C-E06"
"E07_7","CKDL240033242-1A_22HW3CLT4_L7",9392820,1408923000,100,0.01,97.05,94.87,64.3,"DSP-1001660006524-C","DSP-1001660006524-C-E07"
"E08_7","CKDL240033242-1A_22HW3CLT4_L7",5972542,895881300,100,0.01,96.6,94.33,64.11,"DSP-1001660006524-C","DSP-1001660006524-C-E08"
"E09_7","CKDL240033242-1A_22HW3CLT4_L7",3626404,543960600,100,0.01,96.47,93.93,63.76,"DSP-1001660006524-C","DSP-1001660006524-C-E09"
"E10_7","CKDL240033242-1A_22HW3CLT4_L7",4292134,643820100,100,0.01,97.27,94.91,64.14,"DSP-1001660006524-C","DSP-1001660006524-C-E10"
"E11_6","CKDL240033242-1A_22HW3CLT4_L7",5104214,765632100,100,0.02,91.77,85.95,64.5,"DSP-1001660006525-B","DSP-1001660006525-B-E11"
"E12_6","CKDL240033242-1A_22HW3CLT4_L7",4425390,663808500,100,0.01,96.52,93.89,63.98,"DSP-1001660006525-B","DSP-1001660006525-B-E12"
"F01_6","CKDL240033242-1A_22HW3CLT4_L7",18799660,2819949000,100,0.01,96.64,94.39,64.41,"DSP-1001660006525-B","DSP-1001660006525-B-F01"
"F02_6","CKDL240033242-1A_22HW3CLT4_L7",16634150,2495122500,100,0.01,96.19,93.57,64.22,"DSP-1001660006525-B","DSP-1001660006525-B-F02"
"F03_6","CKDL240033242-1A_22HW3CLT4_L7",9610038,1441505700,100,0.01,97.43,95.3,63.8,"DSP-1001660006525-B","DSP-1001660006525-B-F03"
"F04_6","CKDL240033242-1A_22HW3CLT4_L7",11949926,1792488900,100,0.01,96.48,93.89,65.01,"DSP-1001660006525-B","DSP-1001660006525-B-F04"
"F05_6","CKDL240033242-1A_22HW3CLT4_L7",7383148,1107472200,100,0.01,97.35,95.11,64.02,"DSP-1001660006525-B","DSP-1001660006525-B-F05"
"F06_6","CKDL240033242-1A_22HW3CLT4_L7",10576958,1586543700,100,0.01,97.16,94.89,63.87,"DSP-1001660006525-B","DSP-1001660006525-B-F06"
"F07_6","CKDL240033242-1A_22HW3CLT4_L7",15312890,2296933500,100,0.01,97.01,94.6,65.02,"DSP-1001660006525-B","DSP-1001660006525-B-F07"
"F08_5","CKDL240033242-1A_22HW3CLT4_L7",4742058,711308700,100,0.01,96.82,94.59,63.71,"DSP-1001660036877-D","DSP-1001660036877-D-F08"
"F09_5","CKDL240033242-1A_22HW3CLT4_L7",6211138,931670700,100,0.01,97.13,94.93,64.08,"DSP-1001660036877-D","DSP-1001660036877-D-F09"
"F10_5","CKDL240033242-1A_22HW3CLT4_L7",11220454,1683068100,100,0.01,96.66,94.21,64.91,"DSP-1001660036877-D","DSP-1001660036877-D-F10"
"F11_5","CKDL240033242-1A_22HW3CLT4_L7",8654244,1298136600,100,0.01,96.97,94.81,64.27,"DSP-1001660036877-D","DSP-1001660036877-D-F11"
"F12_5","CKDL240033242-1A_22HW3CLT4_L7",18880726,2832108900,100,0.01,96.68,94.17,64.81,"DSP-1001660036877-D","DSP-1001660036877-D-F12"
"G01_5","CKDL240033242-1A_22HW3CLT4_L7",6352976,952946400,100,0.01,96.3,93.69,65,"DSP-1001660036877-D","DSP-1001660036877-D-G01"
"G02_5","CKDL240033242-1A_22HW3CLT4_L7",96,14400,100,0.01,97.08,94.69,64.82,"DSP-1001660036877-D","DSP-1001660036877-D-G02"
"G03_5","CKDL240033242-1A_22HW3CLT4_L7",25095356,3764303400,100,0.01,96.27,93.72,63.65,"DSP-1001660036877-D","DSP-1001660036877-D-G03"
"G04_5","CKDL240033242-1A_22HW3CLT4_L7",10581990,1587298500,100,0.01,96.91,94.75,63.63,"DSP-1001660036877-D","DSP-1001660036877-D-G04"
"G05_5","CKDL240033242-1A_22HW3CLT4_L7",3289474,493421100,100,0.01,96.87,94.59,64.59,"DSP-1001660036877-D","DSP-1001660036877-D-G05"
"G06_5","CKDL240033242-1A_22HW3CLT4_L7",11371994,1705799100,100,0.01,97.56,95.32,63.82,"DSP-1001660036877-D","DSP-1001660036877-D-G06"
"G07_5","CKDL240033242-1A_22HW3CLT4_L7",11415084,1712262600,100,0.01,96.79,94.47,64.99,"DSP-1001660036877-D","DSP-1001660036877-D-G07"
"G08_4","CKDL240033242-1A_22HW3CLT4_L7",4428470,664270500,100,0.01,96.32,93.84,65.07,"DSP-1001660006536-C","DSP-1001660006536-C-G08"
"G09_4","CKDL240033242-1A_22HW3CLT4_L7",3032330,454849500,100,0.01,96.99,94.74,65.45,"DSP-1001660006536-C","DSP-1001660006536-C-G09"
"G10_4","CKDL240033242-1A_22HW3CLT4_L7",3639814,545972100,100,0.01,96.74,94.44,64.26,"DSP-1001660006536-C","DSP-1001660006536-C-G10"
"G11_3","CKDL240033242-1A_22HW3CLT4_L7",9020310,1353046500,100,0.01,96.62,94.37,63.73,"DSP-1001660006526-A","DSP-1001660006526-A-G11"
"G12_3","CKDL240033242-1A_22HW3CLT4_L7",6149492,922423800,100,0.01,96.9,94.48,64.91,"DSP-1001660006526-A","DSP-1001660006526-A-G12"
"H01_3","CKDL240033242-1A_22HW3CLT4_L7",8998880,1349832000,100,0.01,96.6,94.37,63.33,"DSP-1001660006526-A","DSP-1001660006526-A-H01"
"H02_3","CKDL240033242-1A_22HW3CLT4_L7",13603680,2040552000,100,0.01,96.61,94.29,64.45,"DSP-1001660006526-A","DSP-1001660006526-A-H02"
"H03_3","CKDL240033242-1A_22HW3CLT4_L7",6983246,1047486900,100,0.01,96.66,94.39,63.63,"DSP-1001660006526-A","DSP-1001660006526-A-H03"
"H04_3","CKDL240033242-1A_22HW3CLT4_L7",5689268,853390200,100,0.01,97.25,95.02,64.78,"DSP-1001660006526-A","DSP-1001660006526-A-H04"
"H05_3","CKDL240033242-1A_22HW3CLT4_L7",2698832,404824800,100,0.01,96.56,94.26,63.73,"DSP-1001660006526-A","DSP-1001660006526-A-H05"
"H06_2","CKDL240033242-1A_22HW3CLT4_L7",10339330,1550899500,100,0.01,96.99,94.73,64.78,"DSP-1001660018729-A","DSP-1001660018729-A-H06"
"H07_2","CKDL240033242-1A_22HW3CLT4_L7",8001170,1200175500,100,0.01,96.44,93.84,65.24,"DSP-1001660018729-A","DSP-1001660018729-A-H07"
"H08","CKDL240033242-1A_22HW3CLT4_L7",3398438,509765700,100,0.01,96.91,94.7,63.32,"DSP-1001660006537-B","DSP-1001660006537-B-H08"
"H09","CKDL240033242-1A_22HW3CLT4_L7",4082812,612421800,100,0.01,97.11,94.78,64.18,"DSP-1001660006537-B","DSP-1001660006537-B-H09"
"H10","CKDL240033242-1A_22HW3CLT4_L7",12112574,1816886100,100,0.01,97.34,95.16,64.24,"DSP-1001660006537-B","DSP-1001660006537-B-H10"
"A01_7","CKDL240033243-1A_22HW3CLT4_L8",8902,1335300,100,0.03,90.23,78.6,70.97,"DSP-1001660006524-C","DSP-1001660006524-C-A01"
"A02_8","CKDL240033243-1A_22HW3CLT4_L8",5421776,813266400,100,0.01,97.85,95.86,65.6,"DSP-1001660012892-D","DSP-1001660012892-D-A02"
"A03_8","CKDL240033243-1A_22HW3CLT4_L8",61160,9174000,100,0.01,97.78,95.64,65.77,"DSP-1001660012892-D","DSP-1001660012892-D-A03"
"A04_8","CKDL240033243-1A_22HW3CLT4_L8",4703564,705534600,100,0.01,97.69,95.87,65.33,"DSP-1001660012892-D","DSP-1001660012892-D-A04"
"A05_8","CKDL240033243-1A_22HW3CLT4_L8",7984460,1197669000,100,0.01,97.46,95.56,64.49,"DSP-1001660012892-D","DSP-1001660012892-D-A05"
"A06_8","CKDL240033243-1A_22HW3CLT4_L8",10672890,1600933500,100,0.01,97.79,95.78,65.32,"DSP-1001660012892-D","DSP-1001660012892-D-A06"
"A07_8","CKDL240033243-1A_22HW3CLT4_L8",9585058,1437758700,100,0.01,97.4,94.99,65.5,"DSP-1001660012892-D","DSP-1001660012892-D-A07"
