"Sample","Library_Flowcell_Lane","Raw reads","Raw data","Effective(%)","Error(%)","Q20(%)","Q30(%)","GC(%)","PlateID","Sample_ID"
"S4_A06","CKDL240006331-1A_H2TM2DSXC_L3",610668,91600200,100,0.04,91.32,86.06,66.22,"DSP-1001660018728-B","DSP-1001660018728-B-A06"
"S4_A07","CKDL240006331-1A_H2TM2DSXC_L3",344714,51707100,100,0.04,93.18,87.39,66.75,"DSP-1001660018728-B","DSP-1001660018728-B-A07"
"S4_A08","CKDL240006331-1A_H2TM2DSXC_L3",212440,31866000,100,0.03,95.33,89.86,66.37,"DSP-1001660018728-B","DSP-1001660018728-B-A08"
"S4_A09","CKDL240006331-1A_H2TM2DSXC_L3",256482,38472300,100,0.03,94.17,88.38,66.64,"DSP-1001660018728-B","DSP-1001660018728-B-A09"
"S4_A10","CKDL240006331-1A_H2TM2DSXC_L3",152998,22949700,100,0.03,94.57,88.77,65.95,"DSP-1001660018728-B","DSP-1001660018728-B-A10"
"S4_A11","CKDL240006331-1A_H2TM2DSXC_L3",415122,62268300,100,0.03,95.53,90.16,66.98,"DSP-1001660018728-B","DSP-1001660018728-B-A11"
"S4_A12","CKDL240006331-1A_H2TM2DSXC_L3",154,23100,100,0.03,94.45,88.84,68.95,"DSP-1001660018728-B","DSP-1001660018728-B-A12"
"S4_B03","CKDL240006331-1A_H2TM2DSXC_L3",59066,8859900,100,0.03,94.43,88.48,67.23,"DSP-1001660018728-B","DSP-1001660018728-B-B03"
"S4_B04","CKDL240006331-1A_H2TM2DSXC_L3",20894,3134100,100,0.03,96.43,91.72,67.59,"DSP-1001660018728-B","DSP-1001660018728-B-B04"
"S4_B05","CKDL240006331-1A_H2TM2DSXC_L3",441512,66226800,100,0.03,95.68,90.38,66.89,"DSP-1001660018728-B","DSP-1001660018728-B-B05"
"S4_B06","CKDL240006331-1A_H2TM2DSXC_L3",350770,52615500,100,0.04,93.24,87.3,66.85,"DSP-1001660018728-B","DSP-1001660018728-B-B06"
"S4_B07","CKDL240006331-1A_H2TM2DSXC_L3",1257428,188614200,100,0.03,95.64,89.97,64.53,"DSP-1001660018728-B","DSP-1001660018728-B-B07"
"S4_B08","CKDL240006331-1A_H2TM2DSXC_L3",433030,64954500,100,0.03,96.28,91.19,64.58,"DSP-1001660018728-B","DSP-1001660018728-B-B08"
"S4_B09","CKDL240006331-1A_H2TM2DSXC_L3",570086,85512900,100,0.03,96.48,91.62,66.24,"DSP-1001660018728-B","DSP-1001660018728-B-B09"
"S4_B10","CKDL240006331-1A_H2TM2DSXC_L3",502868,75430200,100,0.03,94.08,87.88,66.01,"DSP-1001660018728-B","DSP-1001660018728-B-B10"
"S4_B11","CKDL240006331-1A_H2TM2DSXC_L3",417440,62616000,100,0.04,92.43,86.82,67.18,"DSP-1001660018728-B","DSP-1001660018728-B-B11"
"S4_B12","CKDL240006331-1A_H2TM2DSXC_L3",255578,38336700,100,0.03,95.45,89.87,65.88,"DSP-1001660018728-B","DSP-1001660018728-B-B12"
"S3_A02","CKDL240006330-1A_H2TM2DSXC_L3",64,9600,100,0.04,93.49,87.15,70.51,"DSP-1001660012893-A","DSP-1001660012893-A-A02"
"S3_A03","CKDL240006330-1A_H2TM2DSXC_L3",589360,88404000,100,0.03,95.6,89.98,66.28,"DSP-1001660012893-A","DSP-1001660012893-A-A03"
"S3_A05","CKDL240006330-1A_H2TM2DSXC_L3",11806,1770900,100,0.04,90.41,85.57,68.18,"DSP-1001660012893-A","DSP-1001660012893-A-A05"
"S3_A06","CKDL240006330-1A_H2TM2DSXC_L3",168,25200,100,0.03,95.23,89.68,65.21,"DSP-1001660012893-A","DSP-1001660012893-A-A06"
"S3_A07","CKDL240006330-1A_H2TM2DSXC_L3",354138,53120700,100,0.04,93.31,87.78,67.02,"DSP-1001660012893-A","DSP-1001660012893-A-A07"
"S3_A08","CKDL240006330-1A_H2TM2DSXC_L3",281090,42163500,100,0.03,96.29,91.19,67.18,"DSP-1001660012893-A","DSP-1001660012893-A-A08"
"S3_A09","CKDL240006330-1A_H2TM2DSXC_L3",175122,26268300,100,0.03,96.55,92.01,66.75,"DSP-1001660012893-A","DSP-1001660012893-A-A09"
"S3_A10","CKDL240006330-1A_H2TM2DSXC_L3",544236,81635400,100,0.03,95.23,89.55,65.87,"DSP-1001660012893-A","DSP-1001660012893-A-A10"
"S3_A11","CKDL240006330-1A_H2TM2DSXC_L3",259496,38924400,100,0.03,94.98,89.32,65.9,"DSP-1001660012893-A","DSP-1001660012893-A-A11"
"S3_A12","CKDL240006330-1A_H2TM2DSXC_L3",39768,5965200,100,0.03,93.91,87.89,65.74,"DSP-1001660012893-A","DSP-1001660012893-A-A12"
"S3_B01","CKDL240006330-1A_H2TM2DSXC_L3",407022,61053300,100,0.03,95.7,90.32,67.65,"DSP-1001660012893-A","DSP-1001660012893-A-B01"
"S3_B03","CKDL240006330-1A_H2TM2DSXC_L3",911686,136752900,100,0.03,95.8,90.3,66.29,"DSP-1001660012893-A","DSP-1001660012893-A-B03"
"S3_B04","CKDL240006330-1A_H2TM2DSXC_L3",180458,27068700,100,0.03,95.18,89.51,65.54,"DSP-1001660012893-A","DSP-1001660012893-A-B04"
"S3_B05","CKDL240006330-1A_H2TM2DSXC_L3",280024,42003600,100,0.03,96.17,90.94,65.25,"DSP-1001660012893-A","DSP-1001660012893-A-B05"
"S3_B06","CKDL240006330-1A_H2TM2DSXC_L3",304870,45730500,100,0.03,96.05,90.89,66.65,"DSP-1001660012893-A","DSP-1001660012893-A-B06"
"S3_B07","CKDL240006330-1A_H2TM2DSXC_L3",337102,50565300,100,0.03,94.75,88.84,66.22,"DSP-1001660012893-A","DSP-1001660012893-A-B07"
"S3_B08","CKDL240006330-1A_H2TM2DSXC_L3",282392,42358800,100,0.04,91.04,86.23,67.87,"DSP-1001660012893-A","DSP-1001660012893-A-B08"
"S3_B09","CKDL240006330-1A_H2TM2DSXC_L3",301148,45172200,100,0.03,96,90.73,67.25,"DSP-1001660012893-A","DSP-1001660012893-A-B09"
"S3_B10","CKDL240006330-1A_H2TM2DSXC_L3",223720,33558000,100,0.03,95.46,89.87,67.2,"DSP-1001660012893-A","DSP-1001660012893-A-B10"
"S3_B11","CKDL240006330-1A_H2TM2DSXC_L3",100600,15090000,100,0.03,96.01,90.76,66.32,"DSP-1001660012893-A","DSP-1001660012893-A-B11"
"S3_B12","CKDL240006330-1A_H2TM2DSXC_L3",332884,49932600,100,0.04,92.86,87.27,66.7,"DSP-1001660012893-A","DSP-1001660012893-A-B12"
"S3_C01","CKDL240006330-1A_H2TM2DSXC_L3",341918,51287700,100,0.03,95.09,89.3,66.63,"DSP-1001660012893-A","DSP-1001660012893-A-C01"
"S3_C02","CKDL240006330-1A_H2TM2DSXC_L3",469184,70377600,100,0.03,96.44,91.66,65.86,"DSP-1001660012893-A","DSP-1001660012893-A-C02"
"S3_C03","CKDL240006330-1A_H2TM2DSXC_L3",1673558,251033700,100,0.03,94.8,89.2,67.25,"DSP-1001660012893-A","DSP-1001660012893-A-C03"
"S3_C04","CKDL240006330-1A_H2TM2DSXC_L3",140926,21138900,100,0.03,95.84,90.43,66.24,"DSP-1001660012893-A","DSP-1001660012893-A-C04"
"S3_C05","CKDL240006330-1A_H2TM2DSXC_L3",378488,56773200,100,0.03,95.95,90.54,66.24,"DSP-1001660012893-A","DSP-1001660012893-A-C05"
"S3_C06","CKDL240006330-1A_H2TM2DSXC_L3",82508,12376200,100,0.03,96.05,90.79,66.97,"DSP-1001660012893-A","DSP-1001660012893-A-C06"
"S3_C07","CKDL240006330-1A_H2TM2DSXC_L3",460904,69135600,100,0.04,91.09,85.93,65.56,"DSP-1001660012893-A","DSP-1001660012893-A-C07"
"S3_C08","CKDL240006330-1A_H2TM2DSXC_L3",252366,37854900,100,0.03,96,90.89,66.9,"DSP-1001660012893-A","DSP-1001660012893-A-C08"
"S3_C09","CKDL240006330-1A_H2TM2DSXC_L3",341122,51168300,100,0.03,95.45,89.89,65.97,"DSP-1001660012893-A","DSP-1001660012893-A-C09"
"S3_C10","CKDL240006330-1A_H2TM2DSXC_L3",292992,43948800,100,0.03,96.61,92.16,66.22,"DSP-1001660012893-A","DSP-1001660012893-A-C10"
"S3_C11","CKDL240006330-1A_H2TM2DSXC_L3",534908,80236200,100,0.03,96.27,91.32,66.9,"DSP-1001660012893-A","DSP-1001660012893-A-C11"
"S3_C12","CKDL240006330-1A_H2TM2DSXC_L3",1457868,218680200,100,0.03,93.91,87.9,66.58,"DSP-1001660012893-A","DSP-1001660012893-A-C12"
"S3_D01","CKDL240006330-1A_H2TM2DSXC_L3",966390,144958500,100,0.03,95.76,90.39,65.84,"DSP-1001660012893-A","DSP-1001660012893-A-D01"
"S3_D02","CKDL240006330-1A_H2TM2DSXC_L3",2759004,413850600,100,0.03,94.23,88.29,66.25,"DSP-1001660012893-A","DSP-1001660012893-A-D02"
"S3_D03","CKDL240006330-1A_H2TM2DSXC_L3",3326692,499003800,100,0.03,96.25,91.17,66.86,"DSP-1001660012893-A","DSP-1001660012893-A-D03"
"S3_D04","CKDL240006330-1A_H2TM2DSXC_L3",1671452,250717800,100,0.03,95.23,89.55,66.58,"DSP-1001660012893-A","DSP-1001660012893-A-D04"
"S3_D05","CKDL240006330-1A_H2TM2DSXC_L3",1997442,299616300,100,0.03,94.26,88.46,66.21,"DSP-1001660012893-A","DSP-1001660012893-A-D05"
"S3_D06","CKDL240006330-1A_H2TM2DSXC_L3",1415252,212287800,100,0.03,95.47,89.93,66.23,"DSP-1001660012893-A","DSP-1001660012893-A-D06"
"S3_D07","CKDL240006330-1A_H2TM2DSXC_L3",380424,57063600,100,0.04,90.25,85.08,66.27,"DSP-1001660012893-A","DSP-1001660012893-A-D07"
"S3_D08","CKDL240006330-1A_H2TM2DSXC_L3",429256,64388400,100,0.03,95.73,90.15,65.18,"DSP-1001660012893-A","DSP-1001660012893-A-D08"
"S3_D09","CKDL240006330-1A_H2TM2DSXC_L3",721646,108246900,100,0.04,92.78,87.45,66.75,"DSP-1001660012893-A","DSP-1001660012893-A-D09"
"S3_D10","CKDL240006330-1A_H2TM2DSXC_L3",138738,20810700,100,0.03,96.59,92.09,65.91,"DSP-1001660012893-A","DSP-1001660012893-A-D10"
"S3_D11","CKDL240006330-1A_H2TM2DSXC_L3",703894,105584100,100,0.03,93.93,88.01,65.59,"DSP-1001660012893-A","DSP-1001660012893-A-D11"
"S3_D12","CKDL240006330-1A_H2TM2DSXC_L3",457170,68575500,100,0.03,95.91,90.7,67.21,"DSP-1001660012893-A","DSP-1001660012893-A-D12"
"S3_E01","CKDL240006330-1A_H2TM2DSXC_L3",1068796,160319400,100,0.03,95.65,90.19,66.91,"DSP-1001660012893-A","DSP-1001660012893-A-E01"
"S3_E02","CKDL240006330-1A_H2TM2DSXC_L3",1015834,152375100,100,0.03,95.04,89.13,64.84,"DSP-1001660012893-A","DSP-1001660012893-A-E02"
"S3_E03","CKDL240006330-1A_H2TM2DSXC_L3",1956980,293547000,100,0.03,96.06,90.88,65.94,"DSP-1001660012893-A","DSP-1001660012893-A-E03"
"S3_E04","CKDL240006330-1A_H2TM2DSXC_L3",2126356,318953400,100,0.03,95.48,89.9,67.27,"DSP-1001660012893-A","DSP-1001660012893-A-E04"
"S3_E05","CKDL240006330-1A_H2TM2DSXC_L3",2406424,360963600,100,0.03,96.27,91.21,65.92,"DSP-1001660012893-A","DSP-1001660012893-A-E05"
"S3_E06","CKDL240006330-1A_H2TM2DSXC_L3",1150038,172505700,100,0.03,96.33,91.44,65.87,"DSP-1001660012893-A","DSP-1001660012893-A-E06"
"S3_E07","CKDL240006330-1A_H2TM2DSXC_L3",1502990,225448500,100,0.04,93.15,87.69,67.36,"DSP-1001660012893-A","DSP-1001660012893-A-E07"
"S3_E08","CKDL240006330-1A_H2TM2DSXC_L3",897710,134656500,100,0.03,96.28,91.18,66.56,"DSP-1001660012893-A","DSP-1001660012893-A-E08"
"S3_E09","CKDL240006330-1A_H2TM2DSXC_L3",228878,34331700,100,0.03,96.35,91.48,65.21,"DSP-1001660012893-A","DSP-1001660012893-A-E09"
"S3_E10","CKDL240006330-1A_H2TM2DSXC_L3",356408,53461200,100,0.03,95.75,90.4,65.52,"DSP-1001660012893-A","DSP-1001660012893-A-E10"
"S3_E11","CKDL240006330-1A_H2TM2DSXC_L3",381960,57294000,100,0.03,96.24,91.27,66.62,"DSP-1001660012893-A","DSP-1001660012893-A-E11"
"S3_E12","CKDL240006330-1A_H2TM2DSXC_L3",423388,63508200,100,0.03,96.17,91.05,66.95,"DSP-1001660012893-A","DSP-1001660012893-A-E12"
"S3_F01","CKDL240006330-1A_H2TM2DSXC_L3",971708,145756200,100,0.03,94.88,88.85,67.24,"DSP-1001660012893-A","DSP-1001660012893-A-F01"
"S3_F02","CKDL240006330-1A_H2TM2DSXC_L3",184722,27708300,100,0.04,91.17,86.19,67.42,"DSP-1001660012893-A","DSP-1001660012893-A-F02"
"S3_F03","CKDL240006330-1A_H2TM2DSXC_L3",261530,39229500,100,0.03,96.09,90.92,65.25,"DSP-1001660012893-A","DSP-1001660012893-A-F03"
"S3_F04","CKDL240006330-1A_H2TM2DSXC_L3",413566,62034900,100,0.03,95.9,90.46,66.24,"DSP-1001660012893-A","DSP-1001660012893-A-F04"
"S3_F05","CKDL240006330-1A_H2TM2DSXC_L3",500128,75019200,100,0.03,95,89.13,65.56,"DSP-1001660012893-A","DSP-1001660012893-A-F05"
"S3_F06","CKDL240006330-1A_H2TM2DSXC_L3",418218,62732700,100,0.03,94.93,88.77,66.92,"DSP-1001660012893-A","DSP-1001660012893-A-F06"
"S3_F07","CKDL240006330-1A_H2TM2DSXC_L3",300500,45075000,100,0.03,93.85,87.56,67.29,"DSP-1001660012893-A","DSP-1001660012893-A-F07"
"S3_F09","CKDL240006330-1A_H2TM2DSXC_L3",708798,106319700,100,0.03,95.72,90.21,66.85,"DSP-1001660012893-A","DSP-1001660012893-A-F09"
"S3_F10","CKDL240006330-1A_H2TM2DSXC_L3",1270450,190567500,100,0.04,90.18,85,67.78,"DSP-1001660012893-A","DSP-1001660012893-A-F10"
"S3_F11","CKDL240006330-1A_H2TM2DSXC_L3",1416622,212493300,100,0.03,96.42,91.7,65.55,"DSP-1001660012893-A","DSP-1001660012893-A-F11"
"S3_F12","CKDL240006330-1A_H2TM2DSXC_L3",2155748,323362200,100,0.03,95.05,89.26,66.21,"DSP-1001660012893-A","DSP-1001660012893-A-F12"
"S3_G01","CKDL240006330-1A_H2TM2DSXC_L3",2396866,359529900,100,0.03,96.04,90.75,66.58,"DSP-1001660012893-A","DSP-1001660012893-A-G01"
"S3_G02","CKDL240006330-1A_H2TM2DSXC_L3",621638,93245700,100,0.04,90.35,85.58,66.79,"DSP-1001660012893-A","DSP-1001660012893-A-G02"
"S3_G03","CKDL240006330-1A_H2TM2DSXC_L3",1503714,225557100,100,0.03,95.82,90.35,65.89,"DSP-1001660012893-A","DSP-1001660012893-A-G03"
"S3_G04","CKDL240006330-1A_H2TM2DSXC_L3",998962,149844300,100,0.04,93.27,87.38,65.96,"DSP-1001660012893-A","DSP-1001660012893-A-G04"
"S3_G05","CKDL240006330-1A_H2TM2DSXC_L3",828428,124264200,100,0.04,89.86,84.94,67.8,"DSP-1001660012893-A","DSP-1001660012893-A-G05"
"S3_G06","CKDL240006330-1A_H2TM2DSXC_L3",677718,101657700,100,0.03,95.3,89.54,67.23,"DSP-1001660012893-A","DSP-1001660012893-A-G06"
"S3_G07","CKDL240006330-1A_H2TM2DSXC_L3",589732,88459800,100,0.04,92.2,86.7,67.49,"DSP-1001660012893-A","DSP-1001660012893-A-G07"
"S3_G08","CKDL240006330-1A_H2TM2DSXC_L3",633650,95047500,100,0.03,95.81,90.4,65.55,"DSP-1001660012893-A","DSP-1001660012893-A-G08"
"S3_G09","CKDL240006330-1A_H2TM2DSXC_L3",1066634,159995100,100,0.03,94.55,88.93,66.63,"DSP-1001660012893-A","DSP-1001660012893-A-G09"
"S3_G10","CKDL240006330-1A_H2TM2DSXC_L3",848532,127279800,100,0.03,95.13,89.46,65.89,"DSP-1001660012893-A","DSP-1001660012893-A-G10"
"S3_G11","CKDL240006330-1A_H2TM2DSXC_L3",582844,87426600,100,0.03,96.15,91.16,66.91,"DSP-1001660012893-A","DSP-1001660012893-A-G11"
"S3_G12","CKDL240006330-1A_H2TM2DSXC_L3",345998,51899700,100,0.03,96.25,91.21,65.88,"DSP-1001660012893-A","DSP-1001660012893-A-G12"
"S3_H01","CKDL240006330-1A_H2TM2DSXC_L3",481534,72230100,100,0.03,95.44,89.95,66.52,"DSP-1001660012893-A","DSP-1001660012893-A-H01"
"S3_H02","CKDL240006330-1A_H2TM2DSXC_L3",657770,98665500,100,0.03,96.05,90.94,66.95,"DSP-1001660012893-A","DSP-1001660012893-A-H02"
"S3_H03","CKDL240006330-1A_H2TM2DSXC_L3",566706,85005900,100,0.03,94.87,89.11,66.24,"DSP-1001660012893-A","DSP-1001660012893-A-H03"
"S3_H04","CKDL240006330-1A_H2TM2DSXC_L3",648192,97228800,100,0.03,95.91,90.62,65.88,"DSP-1001660012893-A","DSP-1001660012893-A-H04"
"A04","CKDL240033245-1A_22HW3CLT4_L8",10437110,1565566500,100,0.01,97.71,95.99,64.9,"DSP-1001660006537-B","DSP-1001660006537-B-A04"
"A05","CKDL240033245-1A_22HW3CLT4_L8",12855718,1928357700,100,0.01,97.74,95.95,64.73,"DSP-1001660006537-B","DSP-1001660006537-B-A05"
"A06","CKDL240033245-1A_22HW3CLT4_L8",16324868,2448730200,100,0.01,97.77,95.99,63.86,"DSP-1001660006537-B","DSP-1001660006537-B-A06"
"A07","CKDL240033245-1A_22HW3CLT4_L8",23245606,3486840900,100,0.01,97.75,95.57,65.13,"DSP-1001660006537-B","DSP-1001660006537-B-A07"
"A08","CKDL240033245-1A_22HW3CLT4_L8",12599220,1889883000,100,0.01,97.55,95.38,65.1,"DSP-1001660006537-B","DSP-1001660006537-B-A08"
"A09","CKDL240033245-1A_22HW3CLT4_L8",6059896,908984400,100,0.01,97.88,95.87,64.71,"DSP-1001660006537-B","DSP-1001660006537-B-A09"
"A10","CKDL240033245-1A_22HW3CLT4_L8",13545598,2031839700,100,0.01,97.74,96.01,64.39,"DSP-1001660006537-B","DSP-1001660006537-B-A10"
"A11","CKDL240033245-1A_22HW3CLT4_L8",5927100,889065000,100,0.01,97.44,95.46,64.36,"DSP-1001660006537-B","DSP-1001660006537-B-A11"
"A12","CKDL240033245-1A_22HW3CLT4_L8",9235874,1385381100,100,0.01,97.67,95.97,63.61,"DSP-1001660006537-B","DSP-1001660006537-B-A12"
"B01","CKDL240033245-1A_22HW3CLT4_L8",8484850,1272727500,100,0.01,97.66,95.68,65.81,"DSP-1001660006537-B","DSP-1001660006537-B-B01"
"B02","CKDL240033245-1A_22HW3CLT4_L8",6445044,966756600,100,0.01,97.71,95.8,64.18,"DSP-1001660006537-B","DSP-1001660006537-B-B02"
"B03","CKDL240033245-1A_22HW3CLT4_L8",5151358,772703700,100,0.01,97.74,95.88,64.56,"DSP-1001660006537-B","DSP-1001660006537-B-B03"
"B04","CKDL240033245-1A_22HW3CLT4_L8",4391156,658673400,100,0.01,97.9,96.18,64.18,"DSP-1001660006537-B","DSP-1001660006537-B-B04"
"B05","CKDL240033245-1A_22HW3CLT4_L8",1850506,277575900,100,0.01,97.7,95.8,63.52,"DSP-1001660006537-B","DSP-1001660006537-B-B05"
"B06","CKDL240033245-1A_22HW3CLT4_L8",4182662,627399300,100,0.01,97.15,94.94,64.81,"DSP-1001660006537-B","DSP-1001660006537-B-B06"
"B07","CKDL240033245-1A_22HW3CLT4_L8",3195462,479319300,100,0.01,97.79,95.82,64.86,"DSP-1001660006537-B","DSP-1001660006537-B-B07"
"B08","CKDL240033245-1A_22HW3CLT4_L8",8876982,1331547300,100,0.01,97.86,96.11,65.8,"DSP-1001660006537-B","DSP-1001660006537-B-B08"
"B09","CKDL240033245-1A_22HW3CLT4_L8",2059138,308870700,100,0.01,97.54,95.39,65.79,"DSP-1001660006537-B","DSP-1001660006537-B-B09"
"B10","CKDL240033245-1A_22HW3CLT4_L8",4195576,629336400,100,0.01,97.67,95.73,65.49,"DSP-1001660006537-B","DSP-1001660006537-B-B10"
"B11","CKDL240033245-1A_22HW3CLT4_L8",5034720,755208000,100,0.01,97.81,96.05,64.54,"DSP-1001660006537-B","DSP-1001660006537-B-B11"
"B12","CKDL240033245-1A_22HW3CLT4_L8",9154144,1373121600,100,0.01,97.31,94.81,65.16,"DSP-1001660006537-B","DSP-1001660006537-B-B12"
"C01","CKDL240033245-1A_22HW3CLT4_L8",12319762,1847964300,100,0.01,96.62,93.51,64.83,"DSP-1001660006537-B","DSP-1001660006537-B-C01"
"C02","CKDL240033245-1A_22HW3CLT4_L8",12812972,1921945800,100,0.01,97.89,95.89,64.12,"DSP-1001660006537-B","DSP-1001660006537-B-C02"
"C03","CKDL240033245-1A_22HW3CLT4_L8",20583760,3087564000,100,0.01,97.71,95.76,65.77,"DSP-1001660006537-B","DSP-1001660006537-B-C03"
"C04","CKDL240033245-1A_22HW3CLT4_L8",34174848,5126227200,100,0.01,97.79,95.63,64.44,"DSP-1001660006537-B","DSP-1001660006537-B-C04"
"C05","CKDL240033245-1A_22HW3CLT4_L8",4283208,642481200,100,0.01,97.7,95.97,64.69,"DSP-1001660006537-B","DSP-1001660006537-B-C05"
"C06","CKDL240033245-1A_22HW3CLT4_L8",3769372,565405800,100,0.01,97.43,95.33,65.22,"DSP-1001660006537-B","DSP-1001660006537-B-C06"
"C07","CKDL240033245-1A_22HW3CLT4_L8",2638992,395848800,100,0.01,96.63,93.26,63.83,"DSP-1001660006537-B","DSP-1001660006537-B-C07"
"C08","CKDL240033245-1A_22HW3CLT4_L8",6641920,996288000,100,0.01,97.8,95.86,65.19,"DSP-1001660006537-B","DSP-1001660006537-B-C08"
"C09","CKDL240033245-1A_22HW3CLT4_L8",11960904,1794135600,100,0.01,97.67,95.8,64.3,"DSP-1001660006537-B","DSP-1001660006537-B-C09"
"C10","CKDL240033245-1A_22HW3CLT4_L8",6520324,978048600,100,0.01,97.73,95.69,64.47,"DSP-1001660006537-B","DSP-1001660006537-B-C10"
"C11","CKDL240033245-1A_22HW3CLT4_L8",5872498,880874700,100,0.01,97.44,95.3,65.23,"DSP-1001660006537-B","DSP-1001660006537-B-C11"
"C12","CKDL240033245-1A_22HW3CLT4_L8",17323568,2598535200,100,0.01,97.42,95.41,65.12,"DSP-1001660006537-B","DSP-1001660006537-B-C12"
"D01","CKDL240033245-1A_22HW3CLT4_L8",3532264,529839600,100,0.01,97.64,95.86,64.38,"DSP-1001660006537-B","DSP-1001660006537-B-D01"
"D02","CKDL240033245-1A_22HW3CLT4_L8",12000526,1800078900,100,0.01,97.82,95.9,64.86,"DSP-1001660006537-B","DSP-1001660006537-B-D02"
"D03","CKDL240033245-1A_22HW3CLT4_L8",17294676,2594201400,100,0.01,97.68,95.56,65.25,"DSP-1001660006537-B","DSP-1001660006537-B-D03"
"D04","CKDL240033245-1A_22HW3CLT4_L8",6853782,1028067300,100,0.01,97.64,95.73,65.06,"DSP-1001660006537-B","DSP-1001660006537-B-D04"
"D05","CKDL240033245-1A_22HW3CLT4_L8",16917218,2537582700,100,0.01,97.63,95.82,64.72,"DSP-1001660006537-B","DSP-1001660006537-B-D05"
"D06","CKDL240033245-1A_22HW3CLT4_L8",21497942,3224691300,100,0.01,97.62,95.85,64.63,"DSP-1001660006537-B","DSP-1001660006537-B-D06"
"D07","CKDL240033245-1A_22HW3CLT4_L8",10271196,1540679400,100,0.01,97.73,95.9,64.05,"DSP-1001660006537-B","DSP-1001660006537-B-D07"
"D08","CKDL240033245-1A_22HW3CLT4_L8",11042678,1656401700,100,0.01,97.71,95.92,63.65,"DSP-1001660006537-B","DSP-1001660006537-B-D08"
"D09","CKDL240033245-1A_22HW3CLT4_L8",8451118,1267667700,100,0.01,97.8,95.94,65.07,"DSP-1001660006537-B","DSP-1001660006537-B-D09"
"D10","CKDL240033245-1A_22HW3CLT4_L8",11423530,1713529500,100,0.01,97.7,95.53,64.01,"DSP-1001660006537-B","DSP-1001660006537-B-D10"
"D11","CKDL240033245-1A_22HW3CLT4_L8",5451266,817689900,100,0.01,97.78,95.92,64.17,"DSP-1001660006537-B","DSP-1001660006537-B-D11"
"D12","CKDL240033245-1A_22HW3CLT4_L8",10338962,1550844300,100,0.01,97.8,95.79,65.42,"DSP-1001660006537-B","DSP-1001660006537-B-D12"
"E01","CKDL240033245-1A_22HW3CLT4_L8",13164924,1974738600,100,0.01,97.9,96.02,65.1,"DSP-1001660006537-B","DSP-1001660006537-B-E01"
"E02","CKDL240033245-1A_22HW3CLT4_L8",17623334,2643500100,100,0.01,97.45,95.26,63.5,"DSP-1001660006537-B","DSP-1001660006537-B-E02"
"E03","CKDL240033245-1A_22HW3CLT4_L8",12897174,1934576100,100,0.01,97.78,95.91,64.46,"DSP-1001660006537-B","DSP-1001660006537-B-E03"
"E04","CKDL240033245-1A_22HW3CLT4_L8",16071366,2410704900,100,0.01,97.5,95.65,65.59,"DSP-1001660006537-B","DSP-1001660006537-B-E04"
"E05","CKDL240033245-1A_22HW3CLT4_L8",9882332,1482349800,100,0.01,97.55,95.6,64.28,"DSP-1001660006537-B","DSP-1001660006537-B-E05"
"E06","CKDL240033245-1A_22HW3CLT4_L8",10485026,1572753900,100,0.01,97.85,95.84,64.14,"DSP-1001660006537-B","DSP-1001660006537-B-E06"
"E07","CKDL240033245-1A_22HW3CLT4_L8",10501068,1575160200,100,0.01,97.74,95.89,65.83,"DSP-1001660006537-B","DSP-1001660006537-B-E07"
"E08","CKDL240033245-1A_22HW3CLT4_L8",12294524,1844178600,100,0.01,97.5,95.2,64.8,"DSP-1001660006537-B","DSP-1001660006537-B-E08"
"E09","CKDL240033245-1A_22HW3CLT4_L8",8827872,1324180800,100,0.01,97.8,95.92,63.54,"DSP-1001660006537-B","DSP-1001660006537-B-E09"
"E10","CKDL240033245-1A_22HW3CLT4_L8",2819690,422953500,100,0.01,97.64,95.84,64.01,"DSP-1001660006537-B","DSP-1001660006537-B-E10"
"E11","CKDL240033245-1A_22HW3CLT4_L8",5103374,765506100,100,0.01,97.94,95.9,64.78,"DSP-1001660006537-B","DSP-1001660006537-B-E11"
"E12","CKDL240033245-1A_22HW3CLT4_L8",7234276,1085141400,100,0.01,97.52,95.23,65.09,"DSP-1001660006537-B","DSP-1001660006537-B-E12"
"F01","CKDL240033245-1A_22HW3CLT4_L8",4544940,681741000,100,0.01,96.64,93.79,65.86,"DSP-1001660006537-B","DSP-1001660006537-B-F01"
"F02","CKDL240033245-1A_22HW3CLT4_L8",5709698,856454700,100,0.01,97.71,95.89,65.48,"DSP-1001660006537-B","DSP-1001660006537-B-F02"
"F03","CKDL240033245-1A_22HW3CLT4_L8",14304808,2145721200,100,0.01,97.75,95.98,63.57,"DSP-1001660006537-B","DSP-1001660006537-B-F03"
"F04","CKDL240033245-1A_22HW3CLT4_L8",17967816,2695172400,100,0.01,97.87,96.1,64.48,"DSP-1001660006537-B","DSP-1001660006537-B-F04"
"F05","CKDL240033245-1A_22HW3CLT4_L8",24656932,3698539800,100,0.01,97.64,95.87,64.07,"DSP-1001660006537-B","DSP-1001660006537-B-F05"
"F06","CKDL240033245-1A_22HW3CLT4_L8",14773396,2216009400,100,0.01,97.57,95.61,65.22,"DSP-1001660006537-B","DSP-1001660006537-B-F06"
"F07","CKDL240033245-1A_22HW3CLT4_L8",13357804,2003670600,100,0.01,97.19,94.79,65.49,"DSP-1001660006537-B","DSP-1001660006537-B-F07"
